test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,pink_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.010596300009638071,0.029101999942213297,2.012573599931784,2.0132577000185847,space,1.9954850999638438,None,,,,,,,,,881638,001,2024-05-09_21h41.15.363,creatingimagesNEW,2024.1.1,None,2024-05-09 21h41.22.106832 -0400,
,,,,,,,,,,,,,,,,,2.01327949995175,2.029340900015086,3.012503999983892,3.0132112000137568,space,2.918530000024475,None,,881638,001,2024-05-09_21h41.15.363,creatingimagesNEW,2024.1.1,None,2024-05-09 21h41.22.106832 -0400,
,,,,,,,,3.0288994000293314,,,,,,,,,,,,,,,,3.0172864999622107,,,,,,,,
