trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.008088300004601479,0.026084200013428926,0.026084200013428926,0.49534749996382743,space,0.4850541999330744,None,,,,,,,,,,,,,135645,001,2024-05-04_21h59.24.730,creatingimagesNEW,2024.1.1,None,2024-05-04 21h59.28.399910 -0400,
,,,,,,,0.5112891999306157,,,,,,,,,0.5015391999622807,0.5112891999306157,0.00866729998961091,1.510515599977225,1.510515599977225,1.510515599977225,1.510515599977225,1.510515599977225,1.510515599977225,1.510515599977225,1.510515599977225,1.510515599977225,,,,,,,,
