trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.020687084004748613,0.029852624982595444,1.9958940839860588,5.070344041974749,space,3.068858625018038,None,,452020,001,2024-05-05_20h05.01.167,creatingimagesNEW,2024.1.4,None,2024-05-05 20h05.07.734842 -0400,
,,,,,,,5.1502254999941215,,,,,,,,,5.116663875000086,,,,,,,,
