triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,builder_attempt.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,builder_attempt.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.00864479097072035,0.03143124998314306,1.9988934159628116,2.3030865829787217,space,0.274625958991237,None,,,,,,,,,,,,,,,,,,,,,789463,001,2024-05-05_23h15.25.644,creatingimagesNEW,2024.1.4,None,2024-05-05 23h15.31.658037 -0400,
"(0.1875, 0.1875)",g,0.0,0,0,0,1,2.3610307909548283,,,,,,,,,2.3272222909727134,2.3275314159691334,2.3275456659612246,0.006410875008441508,3.3346260829712264,3.3346260829712264,3.3346260829712264,3.3346260829712264,3.3346260829712264,3.3346260829712264,3.3346260829712264,3.3346260829712264,10.92410016595386,0.18981481481481483,0.1724537037037037,1,0,0,[1],triangle1,789463,001,2024-05-05_23h15.25.644,creatingimagesNEW,2024.1.4,None,2024-05-05 23h15.31.658037 -0400,
,,,,,,,10.936076415993739,,,,,,,,,10.925101790984627,10.925302624993492,10.925312665989622,0.0045335000031627715,11.931742916000076,11.931742916000076,11.931742916000076,11.931742916000076,11.931742916000076,11.931742916000076,11.931742916000076,11.931742916000076,,,,,,,,,,,,,,,,
