trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,triangle_pos,triangle_color,pink_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation_2.started,fixation_2.stopped,trial.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.019419417018070817,0.03263554204022512,1.9980951670440845,2.5964080840349197,space,0.5703501250245608,None,,,,,,,,,,,,,294006,001,2024-05-05_18h10.30.883,creatingimagesNEW,2024.1.4,None,2024-05-05 18h10.37.264068 -0400,
,,,,,,,2.69014420901658,,,,,,,,,2.6368194590322673,2.651323375001084,2.6513335840427317,0.0049769170000217855,3.6556402090354823,3.6556402090354823,3.6556402090354823,3.6556402090354823,3.6556402090354823,3.6556402090354823,3.6556402090354823,3.6556402090354823,,,,,,,,
