thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014695400022901595,0.03250750002916902,0.03250750002916902,,,,,,,,
