test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,triangle_pos,triangle_color,red_circle_pos,blue_circle_pos,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.017600099788978696,0.03604759997688234,2.0031816998962313,2.0060136998072267,space,1.935411399928853,None,,,,,,,,,197992,001,2024-05-10_12h28.58.539,creatingimagesNEW,2024.1.1,None,2024-05-10 12h29.03.271082 -0400,
,,,,,,,,,,,,,,,,,2.0061160000041127,2.019458399852738,3.0199697997886688,3.121935199946165,space,3.112606299808249,None,,197992,001,2024-05-10_12h28.58.539,creatingimagesNEW,2024.1.1,None,2024-05-10 12h29.03.271082 -0400,
,,,,,,,,3.1508973999880254,,,,,,,,,,,,,,,,3.134366999845952,,,,,,,,
