triangle_pos,triangle_color,pink_circle_pos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,code_attempt.started,code_attempt.stopped,builder_attempt.started,mouse.started,circle1.started,circle2.started,circle3.started,circle4.started,circle5.started,circle6.started,circle7.started,triangle1.started,builder_attempt.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.020281000004615635,0.04628650000086054,1.9977043339749798,2.4853449999936856,space,0.46451779204653576,None,,,,,,,,,,,,,,,,,,,,,055553,001,2024-05-05_22h49.52.194,creatingimagesNEW,2024.1.4,None,2024-05-05 22h49.59.641465 -0400,
"(-0.1875, 0.1875)",g,0.0,0,0,0,7,2.5774991249782033,,,,,,,,,2.524026709026657,2.8405643749865703,2.8405909999855794,0.008733875001780689,3.840478709025774,3.840478709025774,3.840478709025774,3.840478709025774,3.840478709025774,3.840478709025774,3.840478709025774,3.840478709025774,6.867291249975096,-0.1712962962962963,0.1840277777777778,1,0,0,[1],unnamed Polygon,055553,001,2024-05-05_22h49.52.194,creatingimagesNEW,2024.1.4,None,2024-05-05 22h49.59.641465 -0400,
"(-0.1875, 0.1875)",g,"(0.1875, 0.1875)",0,1,1,15,6.874740917002782,,,,,,,,,6.86821670900099,7.135888084012549,7.135921209002845,0.0037021670141257346,8.139903499977663,8.139903499977663,8.139903499977663,8.139903499977663,8.139903499977663,8.139903499977663,8.139903499977663,8.139903499977663,9.399289417022374,-0.1736111111111111,0.1712962962962963,1,0,0,[1],unnamed Polygon,055553,001,2024-05-05_22h49.52.194,creatingimagesNEW,2024.1.4,None,2024-05-05 22h49.59.641465 -0400,
"(0.1875, -0.1875)",g,0.0,0,2,2,3,9.407114791974891,,,,,,,,,9.399956499983091,9.668190666998271,9.66822329198476,0.00376362499082461,10.67157537501771,10.67157537501771,10.67157537501771,10.67157537501771,10.67157537501771,10.67157537501771,10.67157537501771,10.67157537501771,11.68240595899988,0.19560185185185186,-0.16782407407407407,1,0,0,[1],unnamed Polygon,055553,001,2024-05-05_22h49.52.194,creatingimagesNEW,2024.1.4,None,2024-05-05 22h49.59.641465 -0400,
,,,,,,,11.690079750027508,,,,,,,,,11.68306858401047,11.951665833999868,11.951695333991665,0.0038343750056810677,12.956935458991211,12.956935458991211,12.956935458991211,12.956935458991211,12.956935458991211,12.956935458991211,12.956935458991211,12.956935458991211,,,,,,,,,,,,,,,,
