triangle_pos,triangle_color,pink_circle_pos,red_circle_pos,blue_circle_pos,test_trial_before_experiment.thisRepN,test_trial_before_experiment.thisTrialN,test_trial_before_experiment.thisN,test_trial_before_experiment.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome_Page.started,textWelcomePage.started,key_resp.started,Welcome_Page.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Test_Trial_routine_instructions.started,text.started,key_resp_3.started,Test_Trial_routine_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,test_trial.started,test_trial.stopped,Actual_Trial_Instructions.started,actual_trial_intructions.started,key_resp_4.started,Actual_Trial_Instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,code_attempt.started,code_attempt.stopped,End_Routine.started,End_Text.started,key_resp_2.started,End_Routine.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.06693766702665016,0.0822531669982709,1.9964099579956383,6.2071275830385275,space,4.140218334039673,None,,,,,,,,,,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
,,,,,,,,,,,,,,,,,,,,,,6.207184333004989,6.260830042010639,7.2186131670023315,7.219457250030246,space,5.186462375044357,None,,,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(0.1875, 0.1875)",g,0.0,,,0,0,0,1,,,,,7.314869292022195,,,,,,,,,,,,,,,,7.295328832988162,8.293244458036497,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(0.25, 0)",g,0.0,,,0,1,1,2,,,,,8.300040292029735,,,,,,,,,,,,,,,,8.293455000035465,9.261587999993935,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(0, 0.25)",g,0.0,,,0,2,2,0,,,,,9.268282792007085,,,,,,,,,,,,,,,,9.261779958033003,10.129820000031032,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(-0.25, 0)",g,"(0.25, 0)",,,0,3,3,8,,,,,10.136332750029396,,,,,,,,,,,,,,,,10.129983749997336,11.306782708037645,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(0.1875, -0.1875)",p,0.0,,,0,4,4,3,,,,,11.313683208019938,,,,,,,,,,,,,,,,11.306949999998324,12.640324125008192,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(-0.1875, -0.1875)",p,0.0,,,0,5,5,4,,,,,12.651908583007753,,,,,,,,,,,,,,,,12.640632249996997,13.414082583039999,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(-0.25, 0)",p,0.0,,,0,6,6,5,,,,,13.421224958030507,,,,,,,,,,,,,,,,13.41430704202503,14.583742375019938,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(-0.1875, 0.1875)",g,"(-0.25, 0)",,,0,7,7,7,,,,,14.590493833005894,,,,,,,,,,,,,,,,14.583902999991551,15.552414000034332,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(0.25, 0)",g,"(-0.1875, -0.1875)",,,0,8,8,6,,,,,15.558788333029952,,,,,,,,,,,,,,,,15.552573708002456,16.82145704200957,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
"(-0.25, 0)",g,"(0.25, 0)",,,1,0,9,8,,,,,16.828848458011635,,,,,,,,,,,,,,,,16.821617375011556,17.89056900003925,,,,,,,,,,,,,,,,,214929,001,2024-05-08_22h10.26.196,creatingimagesNEW,2024.1.4,None,2024-05-08 22h10.34.508969 -0400,
